stage,stiffness_n_per_m32,dissipation_s_per_m,duration_s,duration_residual_s,trace_rmse,objective,passive
grid,223872.11385683378,0.025,0.008236105477567047,0.007236105477567047,0.43777957425052,289.88199867693237,True
grid,237137.37056616554,0.025,0.008048628567282053,0.007048628567282053,0.4376895362181085,282.3828322275002,True
grid,251188.6431509582,0.025,0.00786541915246505,0.0068654191524650495,0.43759418675608946,275.05436028535803,True
grid,266072.50597988087,0.025,0.007686380093059505,0.006686380093059505,0.4374932141780965,267.8926969365583,True
grid,281838.2931264455,0.025,0.0075114164601861105,0.0065114164601861105,0.43738628872815816,260.89404469617256,True
grid,298538.26189179573,0.025,0.007340435485810702,0.006340435485810702,0.4372730615642096,254.05469249399226,True
grid,316227.7660168379,0.025,0.007173346513557452,0.006173346513557452,0.4371531636890728,247.37101370598714,True
grid,334965.43915782793,0.025,0.007010060950641617,0.006010060950641617,0.43702620482692583,240.8394642304916,True
grid,354813.3892335753,0.025,0.006850492220896351,0.005850492220896351,0.4368917722433885,234.45658060809743,True
grid,375837.4042884443,0.025,0.0066945557188690516,0.0056945557188690515,0.43674942950740925,228.21897818426947,True
grid,398107.1705534969,0.025,0.00654216876496227,0.00554216876496227,0.4365987151933226,222.12334931368412,True
grid,421696.5034285823,0.025,0.006393250561595925,0.005393250561595925,0.4364391415216162,216.1664616053586,True
grid,446683.5921509635,0.025,0.006247722150367456,0.005247722150367456,0.4362701929372157,210.34515620763545,True
grid,473151.2589614803,0.025,0.006105506370186942,0.005105506370186942,0.4360913246244348,204.6563461321021,True
grid,501187.2336272725,0.025,0.005966527816365256,0.004966527816365256,0.4359019609581662,199.0970146155684,True
grid,530884.4442309879,0.025,0.0058307128006336,0.0048307128006336,0.43570149389141705,193.66421351923543,True
grid,562341.3251903491,0.025,0.005697989312072856,0.004697989312072856,0.43548928127998243,188.3550617641942,True
grid,595662.1435290109,0.025,0.005568286978932619,0.004568286978932619,0.4352646451458847,183.16674380245064,True
grid,630957.344480193,0.025,0.005441537031319038,0.004441537031319038,0.4350268698822324,178.09650812264374,True
grid,668343.9175686149,0.025,0.005317672264732168,0.004317672264732168,0.4347752004034275,173.14166578969017,True
grid,707945.7843841374,0.025,0.005196627004433189,0.004196627004433189,0.43450884024621966,168.29958901757377,True
grid,749894.2093324559,0.025,0.005078337070622874,0.004078337070622874,0.4342269496289815,163.56770977454397,True
